GoalZone,GoalTime,TransitionCount,TriggerZone,TriggerTime,TotalTriggerOccurrences,TransitionPercentage,GoalTimeHourly,GoalTime10Min,Granularity
0.618_to_0.786,1550,84,0.5_to_0.618,1130,254,33.07,1550,1550,10-Minute
0.786_to_1.0,1140,16,0.5_to_0.618,1130,254,6.3,1140,1140,10-Minute
0.786_to_1.0,1150,25,0.5_to_0.618,1130,254,9.84,1150,1150,10-Minute
0.786_to_1.0,1200,31,0.5_to_0.618,1130,254,12.2,1200,1200,10-Minute
0.786_to_1.0,1210,35,0.5_to_0.618,1130,254,13.78,1210,1210,10-Minute
0.786_to_1.0,1220,38,0.5_to_0.618,1130,254,14.96,1220,1220,10-Minute
0.786_to_1.0,1230,47,0.5_to_0.618,1130,254,18.5,1230,1230,10-Minute
0.786_to_1.0,1240,49,0.5_to_0.618,1130,254,19.29,1240,1240,10-Minute
0.786_to_1.0,1250,48,0.5_to_0.618,1130,254,18.9,1250,1250,10-Minute
0.786_to_1.0,1300,56,0.5_to_0.618,1130,254,22.05,1300,1300,10-Minute
0.786_to_1.0,1310,57,0.5_to_0.618,1130,254,22.44,1310,1310,10-Minute
0.786_to_1.0,1320,59,0.5_to_0.618,1130,254,23.23,1320,1320,10-Minute
0.786_to_1.0,1330,46,0.5_to_0.618,1130,254,18.11,1330,1330,10-Minute
0.786_to_1.0,1340,52,0.5_to_0.618,1130,254,20.47,1340,1340,10-Minute
0.786_to_1.0,1350,46,0.5_to_0.618,1130,254,18.11,1350,1350,10-Minute
0.786_to_1.0,1400,50,0.5_to_0.618,1130,254,19.69,1400,1400,10-Minute
0.786_to_1.0,1410,50,0.5_to_0.618,1130,254,19.69,1410,1410,10-Minute
0.786_to_1.0,1420,53,0.5_to_0.618,1130,254,20.87,1420,1420,10-Minute
0.786_to_1.0,1430,56,0.5_to_0.618,1130,254,22.05,1430,1430,10-Minute
0.786_to_1.0,1440,55,0.5_to_0.618,1130,254,21.65,1440,1440,10-Minute
0.786_to_1.0,1450,56,0.5_to_0.618,1130,254,22.05,1450,1450,10-Minute
0.786_to_1.0,1500,59,0.5_to_0.618,1130,254,23.23,1500,1500,10-Minute
0.786_to_1.0,1510,55,0.5_to_0.618,1130,254,21.65,1510,1510,10-Minute
0.786_to_1.0,1520,55,0.5_to_0.618,1130,254,21.65,1520,1520,10-Minute
0.786_to_1.0,1530,67,0.5_to_0.618,1130,254,26.38,1530,1530,10-Minute
0.786_to_1.0,1540,61,0.5_to_0.618,1130,254,24.02,1540,1540,10-Minute
0.786_to_1.0,1550,74,0.5_to_0.618,1130,254,29.13,1550,1550,10-Minute
above_1.0,1140,3,0.5_to_0.618,1130,254,1.18,1140,1140,10-Minute
above_1.0,1150,2,0.5_to_0.618,1130,254,0.79,1150,1150,10-Minute
above_1.0,1200,7,0.5_to_0.618,1130,254,2.76,1200,1200,10-Minute
above_1.0,1210,7,0.5_to_0.618,1130,254,2.76,1210,1210,10-Minute
above_1.0,1220,8,0.5_to_0.618,1130,254,3.15,1220,1220,10-Minute
above_1.0,1230,10,0.5_to_0.618,1130,254,3.94,1230,1230,10-Minute
above_1.0,1240,13,0.5_to_0.618,1130,254,5.12,1240,1240,10-Minute
above_1.0,1250,15,0.5_to_0.618,1130,254,5.91,1250,1250,10-Minute
above_1.0,1300,18,0.5_to_0.618,1130,254,7.09,1300,1300,10-Minute
above_1.0,1310,17,0.5_to_0.618,1130,254,6.69,1310,1310,10-Minute
above_1.0,1320,21,0.5_to_0.618,1130,254,8.27,1320,1320,10-Minute
above_1.0,1330,22,0.5_to_0.618,1130,254,8.66,1330,1330,10-Minute
above_1.0,1340,28,0.5_to_0.618,1130,254,11.02,1340,1340,10-Minute
above_1.0,1350,29,0.5_to_0.618,1130,254,11.42,1350,1350,10-Minute
above_1.0,1400,36,0.5_to_0.618,1130,254,14.17,1400,1400,10-Minute
above_1.0,1410,39,0.5_to_0.618,1130,254,15.35,1410,1410,10-Minute
above_1.0,1420,39,0.5_to_0.618,1130,254,15.35,1420,1420,10-Minute
above_1.0,1430,40,0.5_to_0.618,1130,254,15.75,1430,1430,10-Minute
above_1.0,1440,43,0.5_to_0.618,1130,254,16.93,1440,1440,10-Minute
above_1.0,1450,40,0.5_to_0.618,1130,254,15.75,1450,1450,10-Minute
above_1.0,1500,44,0.5_to_0.618,1130,254,17.32,1500,1500,10-Minute
above_1.0,1510,45,0.5_to_0.618,1130,254,17.72,1510,1510,10-Minute
above_1.0,1520,48,0.5_to_0.618,1130,254,18.9,1520,1520,10-Minute
above_1.0,1530,51,0.5_to_0.618,1130,254,20.08,1530,1530,10-Minute
above_1.0,1540,54,0.5_to_0.618,1130,254,21.26,1540,1540,10-Minute
above_1.0,1550,62,0.5_to_0.618,1130,254,24.41,1550,1550,10-Minute
below_-1.0,1440,1,0.5_to_0.618,1130,254,0.39,1440,1440,10-Minute
below_-1.0,1540,1,0.5_to_0.618,1130,254,0.39,1540,1540,10-Minute
-0.236_to_0.0,1150,1,0.618_to_0.786,1130,231,0.43,1150,1150,10-Minute
-0.236_to_0.0,1200,1,0.618_to_0.786,1130,231,0.43,1200,1200,10-Minute
-0.236_to_0.0,1230,1,0.618_to_0.786,1130,231,0.43,1230,1230,10-Minute
-0.236_to_0.0,1240,2,0.618_to_0.786,1130,231,0.87,1240,1240,10-Minute
-0.236_to_0.0,1250,3,0.618_to_0.786,1130,231,1.3,1250,1250,10-Minute
-0.236_to_0.0,1300,4,0.618_to_0.786,1130,231,1.73,1300,1300,10-Minute
-0.236_to_0.0,1310,5,0.618_to_0.786,1130,231,2.16,1310,1310,10-Minute
-0.236_to_0.0,1320,4,0.618_to_0.786,1130,231,1.73,1320,1320,10-Minute
-0.236_to_0.0,1330,6,0.618_to_0.786,1130,231,2.6,1330,1330,10-Minute
-0.236_to_0.0,1340,7,0.618_to_0.786,1130,231,3.03,1340,1340,10-Minute
-0.236_to_0.0,1350,7,0.618_to_0.786,1130,231,3.03,1350,1350,10-Minute
-0.236_to_0.0,1400,8,0.618_to_0.786,1130,231,3.46,1400,1400,10-Minute
-0.236_to_0.0,1410,10,0.618_to_0.786,1130,231,4.33,1410,1410,10-Minute
-0.236_to_0.0,1420,10,0.618_to_0.786,1130,231,4.33,1420,1420,10-Minute
-0.236_to_0.0,1430,9,0.618_to_0.786,1130,231,3.9,1430,1430,10-Minute
-0.236_to_0.0,1440,7,0.618_to_0.786,1130,231,3.03,1440,1440,10-Minute
-0.236_to_0.0,1450,5,0.618_to_0.786,1130,231,2.16,1450,1450,10-Minute
-0.236_to_0.0,1500,8,0.618_to_0.786,1130,231,3.46,1500,1500,10-Minute
-0.236_to_0.0,1510,6,0.618_to_0.786,1130,231,2.6,1510,1510,10-Minute
-0.236_to_0.0,1520,14,0.618_to_0.786,1130,231,6.06,1520,1520,10-Minute
-0.236_to_0.0,1530,14,0.618_to_0.786,1130,231,6.06,1530,1530,10-Minute
-0.236_to_0.0,1540,13,0.618_to_0.786,1130,231,5.63,1540,1540,10-Minute
-0.236_to_0.0,1550,13,0.618_to_0.786,1130,231,5.63,1550,1550,10-Minute
-0.382_to_-0.236,1200,1,0.618_to_0.786,1130,231,0.43,1200,1200,10-Minute
-0.382_to_-0.236,1220,1,0.618_to_0.786,1130,231,0.43,1220,1220,10-Minute
-0.382_to_-0.236,1230,1,0.618_to_0.786,1130,231,0.43,1230,1230,10-Minute
-0.382_to_-0.236,1240,1,0.618_to_0.786,1130,231,0.43,1240,1240,10-Minute
-0.382_to_-0.236,1250,1,0.618_to_0.786,1130,231,0.43,1250,1250,10-Minute
-0.382_to_-0.236,1300,2,0.618_to_0.786,1130,231,0.87,1300,1300,10-Minute
-0.382_to_-0.236,1310,3,0.618_to_0.786,1130,231,1.3,1310,1310,10-Minute
-0.382_to_-0.236,1320,3,0.618_to_0.786,1130,231,1.3,1320,1320,10-Minute
-0.382_to_-0.236,1330,2,0.618_to_0.786,1130,231,0.87,1330,1330,10-Minute
-0.382_to_-0.236,1340,2,0.618_to_0.786,1130,231,0.87,1340,1340,10-Minute
-0.382_to_-0.236,1350,2,0.618_to_0.786,1130,231,0.87,1350,1350,10-Minute
-0.382_to_-0.236,1400,2,0.618_to_0.786,1130,231,0.87,1400,1400,10-Minute
-0.382_to_-0.236,1410,4,0.618_to_0.786,1130,231,1.73,1410,1410,10-Minute
-0.382_to_-0.236,1420,6,0.618_to_0.786,1130,231,2.6,1420,1420,10-Minute
-0.382_to_-0.236,1430,8,0.618_to_0.786,1130,231,3.46,1430,1430,10-Minute
-0.382_to_-0.236,1440,4,0.618_to_0.786,1130,231,1.73,1440,1440,10-Minute
-0.382_to_-0.236,1450,4,0.618_to_0.786,1130,231,1.73,1450,1450,10-Minute
-0.382_to_-0.236,1500,9,0.618_to_0.786,1130,231,3.9,1500,1500,10-Minute
-0.382_to_-0.236,1510,7,0.618_to_0.786,1130,231,3.03,1510,1510,10-Minute
-0.382_to_-0.236,1520,8,0.618_to_0.786,1130,231,3.46,1520,1520,10-Minute
-0.382_to_-0.236,1530,10,0.618_to_0.786,1130,231,4.33,1530,1530,10-Minute
-0.382_to_-0.236,1540,10,0.618_to_0.786,1130,231,4.33,1540,1540,10-Minute
-0.382_to_-0.236,1550,12,0.618_to_0.786,1130,231,5.19,1550,1550,10-Minute
-0.5_to_-0.382,1200,1,0.618_to_0.786,1130,231,0.43,1200,1200,10-Minute
-0.5_to_-0.382,1210,1,0.618_to_0.786,1130,231,0.43,1210,1210,10-Minute
-0.5_to_-0.382,1220,1,0.618_to_0.786,1130,231,0.43,1220,1220,10-Minute
-0.5_to_-0.382,1230,1,0.618_to_0.786,1130,231,0.43,1230,1230,10-Minute
-0.5_to_-0.382,1310,1,0.618_to_0.786,1130,231,0.43,1310,1310,10-Minute
-0.5_to_-0.382,1320,3,0.618_to_0.786,1130,231,1.3,1320,1320,10-Minute
-0.5_to_-0.382,1330,3,0.618_to_0.786,1130,231,1.3,1330,1330,10-Minute
-0.5_to_-0.382,1340,3,0.618_to_0.786,1130,231,1.3,1340,1340,10-Minute
-0.5_to_-0.382,1350,2,0.618_to_0.786,1130,231,0.87,1350,1350,10-Minute
-0.5_to_-0.382,1400,1,0.618_to_0.786,1130,231,0.43,1400,1400,10-Minute
-0.5_to_-0.382,1410,3,0.618_to_0.786,1130,231,1.3,1410,1410,10-Minute
-0.5_to_-0.382,1420,3,0.618_to_0.786,1130,231,1.3,1420,1420,10-Minute
-0.5_to_-0.382,1430,7,0.618_to_0.786,1130,231,3.03,1430,1430,10-Minute
-0.5_to_-0.382,1440,4,0.618_to_0.786,1130,231,1.73,1440,1440,10-Minute
-0.5_to_-0.382,1450,3,0.618_to_0.786,1130,231,1.3,1450,1450,10-Minute
-0.5_to_-0.382,1500,6,0.618_to_0.786,1130,231,2.6,1500,1500,10-Minute
-0.5_to_-0.382,1510,11,0.618_to_0.786,1130,231,4.76,1510,1510,10-Minute
-0.5_to_-0.382,1520,8,0.618_to_0.786,1130,231,3.46,1520,1520,10-Minute
-0.5_to_-0.382,1530,9,0.618_to_0.786,1130,231,3.9,1530,1530,10-Minute
-0.5_to_-0.382,1540,4,0.618_to_0.786,1130,231,1.73,1540,1540,10-Minute
-0.5_to_-0.382,1550,7,0.618_to_0.786,1130,231,3.03,1550,1550,10-Minute
-0.618_to_-0.5,1200,1,0.618_to_0.786,1130,231,0.43,1200,1200,10-Minute
-0.618_to_-0.5,1210,1,0.618_to_0.786,1130,231,0.43,1210,1210,10-Minute
-0.618_to_-0.5,1230,1,0.618_to_0.786,1130,231,0.43,1230,1230,10-Minute
-0.618_to_-0.5,1320,1,0.618_to_0.786,1130,231,0.43,1320,1320,10-Minute
-0.618_to_-0.5,1330,1,0.618_to_0.786,1130,231,0.43,1330,1330,10-Minute
-0.618_to_-0.5,1340,2,0.618_to_0.786,1130,231,0.87,1340,1340,10-Minute
-0.618_to_-0.5,1350,2,0.618_to_0.786,1130,231,0.87,1350,1350,10-Minute
-0.618_to_-0.5,1400,2,0.618_to_0.786,1130,231,0.87,1400,1400,10-Minute
-0.618_to_-0.5,1410,3,0.618_to_0.786,1130,231,1.3,1410,1410,10-Minute
-0.618_to_-0.5,1420,2,0.618_to_0.786,1130,231,0.87,1420,1420,10-Minute
-0.618_to_-0.5,1430,4,0.618_to_0.786,1130,231,1.73,1430,1430,10-Minute
-0.618_to_-0.5,1440,2,0.618_to_0.786,1130,231,0.87,1440,1440,10-Minute
-0.618_to_-0.5,1450,3,0.618_to_0.786,1130,231,1.3,1450,1450,10-Minute
-0.618_to_-0.5,1500,5,0.618_to_0.786,1130,231,2.16,1500,1500,10-Minute
-0.618_to_-0.5,1510,7,0.618_to_0.786,1130,231,3.03,1510,1510,10-Minute
-0.618_to_-0.5,1520,8,0.618_to_0.786,1130,231,3.46,1520,1520,10-Minute
-0.618_to_-0.5,1530,5,0.618_to_0.786,1130,231,2.16,1530,1530,10-Minute
-0.618_to_-0.5,1540,5,0.618_to_0.786,1130,231,2.16,1540,1540,10-Minute
-0.618_to_-0.5,1550,7,0.618_to_0.786,1130,231,3.03,1550,1550,10-Minute
-0.786_to_-0.618,1210,1,0.618_to_0.786,1130,231,0.43,1210,1210,10-Minute
-0.786_to_-0.618,1350,2,0.618_to_0.786,1130,231,0.87,1350,1350,10-Minute
-0.786_to_-0.618,1400,2,0.618_to_0.786,1130,231,0.87,1400,1400,10-Minute
-0.786_to_-0.618,1410,1,0.618_to_0.786,1130,231,0.43,1410,1410,10-Minute
-0.786_to_-0.618,1420,2,0.618_to_0.786,1130,231,0.87,1420,1420,10-Minute
-0.786_to_-0.618,1430,4,0.618_to_0.786,1130,231,1.73,1430,1430,10-Minute
-0.786_to_-0.618,1440,4,0.618_to_0.786,1130,231,1.73,1440,1440,10-Minute
-0.786_to_-0.618,1450,3,0.618_to_0.786,1130,231,1.3,1450,1450,10-Minute
-0.786_to_-0.618,1500,4,0.618_to_0.786,1130,231,1.73,1500,1500,10-Minute
-0.786_to_-0.618,1510,4,0.618_to_0.786,1130,231,1.73,1510,1510,10-Minute
-0.786_to_-0.618,1520,4,0.618_to_0.786,1130,231,1.73,1520,1520,10-Minute
-0.786_to_-0.618,1530,5,0.618_to_0.786,1130,231,2.16,1530,1530,10-Minute
-0.786_to_-0.618,1540,3,0.618_to_0.786,1130,231,1.3,1540,1540,10-Minute
-0.786_to_-0.618,1550,5,0.618_to_0.786,1130,231,2.16,1550,1550,10-Minute
-1.0_to_-0.786,1410,1,0.618_to_0.786,1130,231,0.43,1410,1410,10-Minute
-1.0_to_-0.786,1420,1,0.618_to_0.786,1130,231,0.43,1420,1420,10-Minute
-1.0_to_-0.786,1430,1,0.618_to_0.786,1130,231,0.43,1430,1430,10-Minute
-1.0_to_-0.786,1440,3,0.618_to_0.786,1130,231,1.3,1440,1440,10-Minute
-1.0_to_-0.786,1450,3,0.618_to_0.786,1130,231,1.3,1450,1450,10-Minute
-1.0_to_-0.786,1500,2,0.618_to_0.786,1130,231,0.87,1500,1500,10-Minute
-1.0_to_-0.786,1530,3,0.618_to_0.786,1130,231,1.3,1530,1530,10-Minute
-1.0_to_-0.786,1540,4,0.618_to_0.786,1130,231,1.73,1540,1540,10-Minute
-1.0_to_-0.786,1550,2,0.618_to_0.786,1130,231,0.87,1550,1550,10-Minute
0.0_to_0.236,1150,2,0.618_to_0.786,1130,231,0.87,1150,1150,10-Minute
0.0_to_0.236,1200,2,0.618_to_0.786,1130,231,0.87,1200,1200,10-Minute
0.0_to_0.236,1210,3,0.618_to_0.786,1130,231,1.3,1210,1210,10-Minute
0.0_to_0.236,1220,6,0.618_to_0.786,1130,231,2.6,1220,1220,10-Minute
0.0_to_0.236,1230,9,0.618_to_0.786,1130,231,3.9,1230,1230,10-Minute
0.0_to_0.236,1240,10,0.618_to_0.786,1130,231,4.33,1240,1240,10-Minute
0.0_to_0.236,1250,11,0.618_to_0.786,1130,231,4.76,1250,1250,10-Minute
0.0_to_0.236,1300,13,0.618_to_0.786,1130,231,5.63,1300,1300,10-Minute
0.0_to_0.236,1310,13,0.618_to_0.786,1130,231,5.63,1310,1310,10-Minute
0.0_to_0.236,1320,17,0.618_to_0.786,1130,231,7.36,1320,1320,10-Minute
0.0_to_0.236,1330,19,0.618_to_0.786,1130,231,8.23,1330,1330,10-Minute
0.0_to_0.236,1340,13,0.618_to_0.786,1130,231,5.63,1340,1340,10-Minute
0.0_to_0.236,1350,15,0.618_to_0.786,1130,231,6.49,1350,1350,10-Minute
0.0_to_0.236,1400,17,0.618_to_0.786,1130,231,7.36,1400,1400,10-Minute
0.0_to_0.236,1410,14,0.618_to_0.786,1130,231,6.06,1410,1410,10-Minute
0.0_to_0.236,1420,11,0.618_to_0.786,1130,231,4.76,1420,1420,10-Minute
0.0_to_0.236,1430,8,0.618_to_0.786,1130,231,3.46,1430,1430,10-Minute
0.0_to_0.236,1440,12,0.618_to_0.786,1130,231,5.19,1440,1440,10-Minute
0.0_to_0.236,1450,10,0.618_to_0.786,1130,231,4.33,1450,1450,10-Minute
0.0_to_0.236,1500,13,0.618_to_0.786,1130,231,5.63,1500,1500,10-Minute
0.0_to_0.236,1510,13,0.618_to_0.786,1130,231,5.63,1510,1510,10-Minute
0.0_to_0.236,1520,17,0.618_to_0.786,1130,231,7.36,1520,1520,10-Minute
0.0_to_0.236,1530,14,0.618_to_0.786,1130,231,6.06,1530,1530,10-Minute
0.0_to_0.236,1540,14,0.618_to_0.786,1130,231,6.06,1540,1540,10-Minute
0.0_to_0.236,1550,15,0.618_to_0.786,1130,231,6.49,1550,1550,10-Minute
0.236_to_0.382,1140,7,0.618_to_0.786,1130,231,3.03,1140,1140,10-Minute
0.236_to_0.382,1150,8,0.618_to_0.786,1130,231,3.46,1150,1150,10-Minute
0.236_to_0.382,1200,14,0.618_to_0.786,1130,231,6.06,1200,1200,10-Minute
0.236_to_0.382,1210,13,0.618_to_0.786,1130,231,5.63,1210,1210,10-Minute
0.236_to_0.382,1220,16,0.618_to_0.786,1130,231,6.93,1220,1220,10-Minute
0.236_to_0.382,1230,16,0.618_to_0.786,1130,231,6.93,1230,1230,10-Minute
0.236_to_0.382,1240,18,0.618_to_0.786,1130,231,7.79,1240,1240,10-Minute
0.236_to_0.382,1250,16,0.618_to_0.786,1130,231,6.93,1250,1250,10-Minute
0.236_to_0.382,1300,18,0.618_to_0.786,1130,231,7.79,1300,1300,10-Minute
0.236_to_0.382,1310,16,0.618_to_0.786,1130,231,6.93,1310,1310,10-Minute
0.236_to_0.382,1320,17,0.618_to_0.786,1130,231,7.36,1320,1320,10-Minute
0.236_to_0.382,1330,21,0.618_to_0.786,1130,231,9.09,1330,1330,10-Minute
0.236_to_0.382,1340,21,0.618_to_0.786,1130,231,9.09,1340,1340,10-Minute
0.236_to_0.382,1350,19,0.618_to_0.786,1130,231,8.23,1350,1350,10-Minute
0.236_to_0.382,1400,21,0.618_to_0.786,1130,231,9.09,1400,1400,10-Minute
0.236_to_0.382,1410,21,0.618_to_0.786,1130,231,9.09,1410,1410,10-Minute
0.236_to_0.382,1420,22,0.618_to_0.786,1130,231,9.52,1420,1420,10-Minute
0.236_to_0.382,1430,23,0.618_to_0.786,1130,231,9.96,1430,1430,10-Minute
0.236_to_0.382,1440,26,0.618_to_0.786,1130,231,11.26,1440,1440,10-Minute
0.236_to_0.382,1450,29,0.618_to_0.786,1130,231,12.55,1450,1450,10-Minute
0.236_to_0.382,1500,28,0.618_to_0.786,1130,231,12.12,1500,1500,10-Minute
0.236_to_0.382,1510,22,0.618_to_0.786,1130,231,9.52,1510,1510,10-Minute
0.236_to_0.382,1520,20,0.618_to_0.786,1130,231,8.66,1520,1520,10-Minute
0.236_to_0.382,1530,21,0.618_to_0.786,1130,231,9.09,1530,1530,10-Minute
0.236_to_0.382,1540,18,0.618_to_0.786,1130,231,7.79,1540,1540,10-Minute
0.236_to_0.382,1550,21,0.618_to_0.786,1130,231,9.09,1550,1550,10-Minute
0.382_to_0.5,1140,16,0.618_to_0.786,1130,231,6.93,1140,1140,10-Minute
0.382_to_0.5,1150,20,0.618_to_0.786,1130,231,8.66,1150,1150,10-Minute
0.382_to_0.5,1200,24,0.618_to_0.786,1130,231,10.39,1200,1200,10-Minute
0.382_to_0.5,1210,18,0.618_to_0.786,1130,231,7.79,1210,1210,10-Minute
0.382_to_0.5,1220,22,0.618_to_0.786,1130,231,9.52,1220,1220,10-Minute
0.382_to_0.5,1230,23,0.618_to_0.786,1130,231,9.96,1230,1230,10-Minute
0.382_to_0.5,1240,26,0.618_to_0.786,1130,231,11.26,1240,1240,10-Minute
0.382_to_0.5,1250,26,0.618_to_0.786,1130,231,11.26,1250,1250,10-Minute
0.382_to_0.5,1300,26,0.618_to_0.786,1130,231,11.26,1300,1300,10-Minute
0.382_to_0.5,1310,27,0.618_to_0.786,1130,231,11.69,1310,1310,10-Minute
0.382_to_0.5,1320,21,0.618_to_0.786,1130,231,9.09,1320,1320,10-Minute
0.382_to_0.5,1330,17,0.618_to_0.786,1130,231,7.36,1330,1330,10-Minute
0.382_to_0.5,1340,16,0.618_to_0.786,1130,231,6.93,1340,1340,10-Minute
0.382_to_0.5,1350,19,0.618_to_0.786,1130,231,8.23,1350,1350,10-Minute
0.382_to_0.5,1400,26,0.618_to_0.786,1130,231,11.26,1400,1400,10-Minute
0.382_to_0.5,1410,28,0.618_to_0.786,1130,231,12.12,1410,1410,10-Minute
0.382_to_0.5,1420,32,0.618_to_0.786,1130,231,13.85,1420,1420,10-Minute
0.382_to_0.5,1430,34,0.618_to_0.786,1130,231,14.72,1430,1430,10-Minute
0.382_to_0.5,1440,35,0.618_to_0.786,1130,231,15.15,1440,1440,10-Minute
0.382_to_0.5,1450,36,0.618_to_0.786,1130,231,15.58,1450,1450,10-Minute
0.382_to_0.5,1500,33,0.618_to_0.786,1130,231,14.29,1500,1500,10-Minute
0.382_to_0.5,1510,28,0.618_to_0.786,1130,231,12.12,1510,1510,10-Minute
0.382_to_0.5,1520,24,0.618_to_0.786,1130,231,10.39,1520,1520,10-Minute
0.382_to_0.5,1530,30,0.618_to_0.786,1130,231,12.99,1530,1530,10-Minute
0.382_to_0.5,1540,30,0.618_to_0.786,1130,231,12.99,1540,1540,10-Minute
0.382_to_0.5,1550,32,0.618_to_0.786,1130,231,13.85,1550,1550,10-Minute
0.5_to_0.618,1140,82,0.618_to_0.786,1130,231,35.5,1140,1140,10-Minute
0.5_to_0.618,1150,70,0.618_to_0.786,1130,231,30.3,1150,1150,10-Minute
0.5_to_0.618,1200,59,0.618_to_0.786,1130,231,25.54,1200,1200,10-Minute
0.5_to_0.618,1210,53,0.618_to_0.786,1130,231,22.94,1210,1210,10-Minute
0.5_to_0.618,1220,47,0.618_to_0.786,1130,231,20.35,1220,1220,10-Minute
0.5_to_0.618,1230,51,0.618_to_0.786,1130,231,22.08,1230,1230,10-Minute
0.5_to_0.618,1240,49,0.618_to_0.786,1130,231,21.21,1240,1240,10-Minute
0.5_to_0.618,1250,48,0.618_to_0.786,1130,231,20.78,1250,1250,10-Minute
0.5_to_0.618,1300,49,0.618_to_0.786,1130,231,21.21,1300,1300,10-Minute
0.5_to_0.618,1310,43,0.618_to_0.786,1130,231,18.61,1310,1310,10-Minute
0.5_to_0.618,1320,43,0.618_to_0.786,1130,231,18.61,1320,1320,10-Minute
0.5_to_0.618,1330,44,0.618_to_0.786,1130,231,19.05,1330,1330,10-Minute
0.5_to_0.618,1340,46,0.618_to_0.786,1130,231,19.91,1340,1340,10-Minute
0.5_to_0.618,1350,51,0.618_to_0.786,1130,231,22.08,1350,1350,10-Minute
0.5_to_0.618,1400,44,0.618_to_0.786,1130,231,19.05,1400,1400,10-Minute
0.5_to_0.618,1410,39,0.618_to_0.786,1130,231,16.88,1410,1410,10-Minute
0.5_to_0.618,1420,43,0.618_to_0.786,1130,231,18.61,1420,1420,10-Minute
0.5_to_0.618,1430,38,0.618_to_0.786,1130,231,16.45,1430,1430,10-Minute
0.5_to_0.618,1440,42,0.618_to_0.786,1130,231,18.18,1440,1440,10-Minute
0.5_to_0.618,1450,38,0.618_to_0.786,1130,231,16.45,1450,1450,10-Minute
0.5_to_0.618,1500,37,0.618_to_0.786,1130,231,16.02,1500,1500,10-Minute
0.5_to_0.618,1510,41,0.618_to_0.786,1130,231,17.75,1510,1510,10-Minute
0.5_to_0.618,1520,36,0.618_to_0.786,1130,231,15.58,1520,1520,10-Minute
0.5_to_0.618,1530,35,0.618_to_0.786,1130,231,15.15,1530,1530,10-Minute
0.5_to_0.618,1540,39,0.618_to_0.786,1130,231,16.88,1540,1540,10-Minute
0.5_to_0.618,1550,37,0.618_to_0.786,1130,231,16.02,1550,1550,10-Minute
0.618_to_0.786,1140,189,0.618_to_0.786,1130,231,81.82,1140,1140,10-Minute
0.618_to_0.786,1150,166,0.618_to_0.786,1130,231,71.86,1150,1150,10-Minute
0.618_to_0.786,1200,152,0.618_to_0.786,1130,231,65.8,1200,1200,10-Minute
0.618_to_0.786,1210,126,0.618_to_0.786,1130,231,54.55,1210,1210,10-Minute
0.618_to_0.786,1220,125,0.618_to_0.786,1130,231,54.11,1220,1220,10-Minute
0.618_to_0.786,1230,115,0.618_to_0.786,1130,231,49.78,1230,1230,10-Minute
0.618_to_0.786,1240,105,0.618_to_0.786,1130,231,45.45,1240,1240,10-Minute
0.618_to_0.786,1250,97,0.618_to_0.786,1130,231,41.99,1250,1250,10-Minute
0.618_to_0.786,1300,103,0.618_to_0.786,1130,231,44.59,1300,1300,10-Minute
0.618_to_0.786,1310,93,0.618_to_0.786,1130,231,40.26,1310,1310,10-Minute
0.618_to_0.786,1320,94,0.618_to_0.786,1130,231,40.69,1320,1320,10-Minute
0.618_to_0.786,1330,93,0.618_to_0.786,1130,231,40.26,1330,1330,10-Minute
0.618_to_0.786,1340,92,0.618_to_0.786,1130,231,39.83,1340,1340,10-Minute
0.618_to_0.786,1350,87,0.618_to_0.786,1130,231,37.66,1350,1350,10-Minute
0.618_to_0.786,1400,94,0.618_to_0.786,1130,231,40.69,1400,1400,10-Minute
0.618_to_0.786,1410,82,0.618_to_0.786,1130,231,35.5,1410,1410,10-Minute
0.618_to_0.786,1420,72,0.618_to_0.786,1130,231,31.17,1420,1420,10-Minute
0.618_to_0.786,1430,69,0.618_to_0.786,1130,231,29.87,1430,1430,10-Minute
0.618_to_0.786,1440,60,0.618_to_0.786,1130,231,25.97,1440,1440,10-Minute
0.618_to_0.786,1450,57,0.618_to_0.786,1130,231,24.68,1450,1450,10-Minute
0.618_to_0.786,1500,57,0.618_to_0.786,1130,231,24.68,1500,1500,10-Minute
0.618_to_0.786,1510,62,0.618_to_0.786,1130,231,26.84,1510,1510,10-Minute
0.618_to_0.786,1520,59,0.618_to_0.786,1130,231,25.54,1520,1520,10-Minute
0.618_to_0.786,1530,63,0.618_to_0.786,1130,231,27.27,1530,1530,10-Minute
0.618_to_0.786,1540,60,0.618_to_0.786,1130,231,25.97,1540,1540,10-Minute
0.618_to_0.786,1550,71,0.618_to_0.786,1130,231,30.74,1550,1550,10-Minute
0.786_to_1.0,1140,82,0.618_to_0.786,1130,231,35.5,1140,1140,10-Minute
0.786_to_1.0,1150,90,0.618_to_0.786,1130,231,38.96,1150,1150,10-Minute
0.786_to_1.0,1200,90,0.618_to_0.786,1130,231,38.96,1200,1200,10-Minute
0.786_to_1.0,1210,92,0.618_to_0.786,1130,231,39.83,1210,1210,10-Minute
0.786_to_1.0,1220,98,0.618_to_0.786,1130,231,42.42,1220,1220,10-Minute
0.786_to_1.0,1230,101,0.618_to_0.786,1130,231,43.72,1230,1230,10-Minute
0.786_to_1.0,1240,101,0.618_to_0.786,1130,231,43.72,1240,1240,10-Minute
