Direction,TriggerLevel,TriggerTime,GoalLevel,GoalTime,NumTriggers,NumHits,PctCompletion
Upside,0.5,1100,1.0,1300,109.0,11,10.09
Upside,0.5,1100,1.0,1400,109.0,8,7.34
Upside,0.5,1100,1.0,1500,109.0,11,10.09
Upside,0.618,1100,-0.786,1500,99.0,2,2.02
Upside,0.618,1100,-0.618,1500,99.0,2,2.02
Upside,0.618,1100,-0.5,1500,99.0,3,3.03
Upside,0.618,1100,-0.382,1400,99.0,1,1.01
Upside,0.618,1100,-0.382,1500,99.0,6,6.06
Upside,0.618,1100,-0.236,1200,99.0,1,1.01
Upside,0.618,1100,-0.236,1400,99.0,4,4.04
Upside,0.618,1100,-0.236,1500,99.0,7,7.07
Upside,0.618,1100,0.0,1200,99.0,1,1.01
Upside,0.618,1100,0.0,1300,99.0,6,6.06
Upside,0.618,1100,0.0,1400,99.0,5,5.05
Upside,0.618,1100,0.0,1500,99.0,4,4.04
Upside,0.618,1100,0.236,1200,99.0,7,7.07
Upside,0.618,1100,0.236,1300,99.0,10,10.1
Upside,0.618,1100,0.236,1400,99.0,6,6.06
Upside,0.618,1100,0.236,1500,99.0,1,1.01
Upside,0.618,1100,0.382,1100,99.0,8,8.08
Upside,0.618,1100,0.382,1200,99.0,9,9.09
Upside,0.618,1100,0.382,1300,99.0,9,9.09
Upside,0.618,1100,0.382,1400,99.0,5,5.05
Upside,0.618,1100,0.382,1500,99.0,5,5.05
Upside,0.618,1100,0.5,1100,99.0,23,23.23
Upside,0.618,1100,0.5,1200,99.0,16,16.16
Upside,0.618,1100,0.5,1300,99.0,8,8.08
Upside,0.618,1100,0.5,1400,99.0,3,3.03
Upside,0.618,1100,0.5,1500,99.0,4,4.04
Upside,0.618,1100,0.786,1100,99.0,28,28.28
Upside,0.618,1100,0.786,1200,99.0,25,25.25
Upside,0.618,1100,0.786,1300,99.0,6,6.06
Upside,0.618,1100,0.786,1400,99.0,6,6.06
Upside,0.618,1100,0.786,1500,99.0,8,8.08
Upside,0.618,1100,1.0,1100,99.0,5,5.05
Upside,0.618,1100,1.0,1200,99.0,10,10.1
Upside,0.618,1100,1.0,1300,99.0,13,13.13
Upside,0.618,1100,1.0,1400,99.0,8,8.08
Upside,0.618,1100,1.0,1500,99.0,15,15.15
Downside,-1.0,1000,-0.786,1000,89.0,20,22.47
Downside,-1.0,1000,-0.786,1100,89.0,21,23.6
Downside,-1.0,1000,-0.786,1200,89.0,10,11.24
Downside,-1.0,1000,-0.786,1300,89.0,2,2.25
Downside,-1.0,1000,-0.786,1400,89.0,2,2.25
Downside,-1.0,1000,-0.786,1500,89.0,4,4.49
Downside,-1.0,1000,-0.618,1000,89.0,8,8.99
Downside,-1.0,1000,-0.618,1100,89.0,17,19.1
Downside,-1.0,1000,-0.618,1200,89.0,9,10.11
Downside,-1.0,1000,-0.618,1300,89.0,4,4.49
Downside,-1.0,1000,-0.618,1400,89.0,4,4.49
Downside,-1.0,1000,-0.618,1500,89.0,4,4.49
Downside,-1.0,1000,-0.5,1000,89.0,7,7.87
Downside,-1.0,1000,-0.5,1100,89.0,8,8.99
Downside,-1.0,1000,-0.5,1200,89.0,10,11.24
Downside,-1.0,1000,-0.5,1300,89.0,4,4.49
Downside,-1.0,1000,-0.5,1400,89.0,3,3.37
Downside,-1.0,1000,-0.5,1500,89.0,1,1.12
Downside,-1.0,1000,-0.382,1000,89.0,3,3.37
Downside,-1.0,1000,-0.382,1100,89.0,5,5.62
Downside,-1.0,1000,-0.382,1200,89.0,6,6.74
Downside,-1.0,1000,-0.382,1300,89.0,5,5.62
Downside,-1.0,1000,-0.382,1400,89.0,9,10.11
Downside,-1.0,1000,-0.382,1500,89.0,2,2.25
Downside,-1.0,1000,-0.236,1000,89.0,2,2.25
Downside,-1.0,1000,-0.236,1100,89.0,1,1.12
Downside,-1.0,1000,-0.236,1200,89.0,4,4.49
Downside,-1.0,1000,-0.236,1300,89.0,5,5.62
Downside,-1.0,1000,-0.236,1400,89.0,8,8.99
Downside,-1.0,1000,-0.236,1500,89.0,2,2.25
Downside,-1.0,1000,0.0,1100,89.0,1,1.12
Downside,-1.0,1000,0.0,1300,89.0,2,2.25
Downside,-1.0,1000,0.0,1400,89.0,4,4.49
Downside,-1.0,1000,0.0,1500,89.0,5,5.62
Downside,-1.0,1000,0.236,1300,89.0,2,2.25
Downside,-1.0,1000,0.236,1400,89.0,2,2.25
Downside,-1.0,1000,0.236,1500,89.0,3,3.37
Downside,-1.0,1000,0.382,1300,89.0,1,1.12
Downside,-1.0,1000,0.382,1400,89.0,2,2.25
Downside,-1.0,1000,0.382,1500,89.0,3,3.37
Downside,-1.0,1000,0.5,1300,89.0,1,1.12
Downside,-1.0,1000,0.5,1400,89.0,2,2.25
Downside,-1.0,1000,0.5,1500,89.0,1,1.12
Downside,-1.0,1000,0.618,1400,89.0,1,1.12
Downside,-1.0,1000,0.618,1500,89.0,2,2.25
Downside,-1.0,1000,0.786,1500,89.0,2,2.25
Downside,-0.5,1100,-1.0,1100,88.0,10,11.36
Downside,-0.5,1100,-1.0,1200,88.0,5,5.68
Downside,-0.5,1100,-1.0,1300,88.0,4,4.55
Downside,-0.5,1100,-1.0,1400,88.0,3,3.41
Downside,-0.5,1100,-1.0,1500,88.0,9,10.23
Downside,-0.5,1100,-0.786,1100,88.0,23,26.14
Downside,-0.5,1100,-0.786,1200,88.0,11,12.5
Downside,-0.5,1100,-0.786,1300,88.0,3,3.41
Downside,-0.5,1100,-0.786,1400,88.0,3,3.41
Downside,-0.5,1100,-0.786,1500,88.0,3,3.41
Downside,-0.5,1100,-0.618,1100,88.0,40,45.45
Downside,-0.5,1100,-0.618,1200,88.0,12,13.64
Downside,-0.5,1100,-0.618,1300,88.0,6,6.82
Downside,-0.5,1100,-0.618,1400,88.0,3,3.41
Downside,-0.5,1100,-0.618,1500,88.0,2,2.27
Downside,-0.5,1100,-0.382,1100,88.0,33,37.5
Downside,-0.5,1100,-0.382,1200,88.0,20,22.73
Downside,-0.5,1100,-0.382,1300,88.0,10,11.36
Downside,-0.5,1100,-0.382,1400,88.0,5,5.68
Downside,-0.5,1100,-0.382,1500,88.0,2,2.27
Downside,-0.5,1100,-0.236,1100,88.0,10,11.36
Downside,-0.5,1100,-0.236,1200,88.0,20,22.73
Downside,-0.5,1100,-0.236,1300,88.0,9,10.23
Downside,-0.5,1100,-0.236,1400,88.0,9,10.23
Downside,-0.5,1100,-0.236,1500,88.0,8,9.09
Downside,-0.5,1100,0.0,1100,88.0,3,3.41
Downside,-0.5,1100,0.0,1200,88.0,7,7.95
Downside,-0.5,1100,0.0,1300,88.0,2,2.27
Downside,-0.5,1100,0.0,1400,88.0,12,13.64
Downside,-0.5,1100,0.0,1500,88.0,5,5.68
Downside,-0.5,1100,0.236,1200,88.0,2,2.27
Downside,-0.5,1100,0.236,1300,88.0,1,1.14
Downside,-0.5,1100,0.236,1400,88.0,4,4.55
Downside,-0.5,1100,0.236,1500,88.0,4,4.55
Downside,-0.5,1100,0.382,1200,88.0,1,1.14
Downside,-0.5,1100,0.382,1300,88.0,1,1.14
Downside,-0.5,1100,0.382,1400,88.0,2,2.27
Downside,-0.5,1100,0.382,1500,88.0,2,2.27
Downside,-0.5,1100,0.5,1200,88.0,1,1.14
Downside,-0.5,1100,0.5,1400,88.0,2,2.27
Downside,-0.5,1100,0.618,1300,88.0,1,1.14
Downside,-0.5,1100,0.618,1400,88.0,1,1.14
